2597 matches
['halomatch.py', 'Runs/', 'LCDM_vanilla', 'SymA_cool_star_SN', '64', '.5', 'match_LCDM_vanilla_SymA_cool_star_SN']
LCDM_vanilla	SymA_cool_star_SN
8040	None
8041	None
8042	None
8043	None
8044	None
8045	None
8046	None
8047	None
8048	None
8049	None
8050	None
8051	None
8052	None
8053	None
8054	None
8055	None
8056	None
8057	None
8058	None
8059	None
8060	None
8061	None
8062	None
8063	None
8064	None
8065	None
8066	None
8067	None
8068	None
8069	None
8070	None
8071	None
8072	None
8073	None
8074	None
8075	None
8076	None
8077	None
8078	None
8079	None
8080	None
8081	None
8082	None
8083	None
8084	None
8085	None
8086	None
8087	None
8088	None
8089	None
8090	None
8091	None
8092	None
8093	None
8094	None
8095	None
8096	None
8097	None
8098	None
8099	None
8100	None
8101	None
8102	None
8103	None
8104	None
8105	None
8106	None
8107	None
8108	None
8109	None
8110	None
8111	None
8112	None
8113	None
8114	None
8115	None
8116	None
8117	None
8118	None
8119	None
8120	None
8121	None
8122	None
8123	None
8124	None
8125	None
8126	None
8127	None
8128	None
8129	None
8130	None
8131	None
8132	None
8133	None
8134	None
8135	None
8136	None
8137	None
8138	None
8139	None
8140	None
8141	None
8142	None
8143	None
8144	None
8145	None
8146	None
8147	None
8148	None
8149	None
8150	None
8151	None
8152	None
8153	None
8154	None
8155	None
8156	None
8157	None
8158	None
8159	None
8160	None
8161	None
8162	None
8163	None
8164	None
8165	None
8166	None
8167	None
8168	None
8169	None
8170	None
8171	None
8172	None
8173	None
8174	None
8175	None
8176	None
8177	None
8178	None
8179	None
8180	None
8181	None
8182	None
8183	None
8184	None
8185	None
8186	None
8187	None
8188	None
8189	None
8190	None
8191	None
8192	None
8193	None
8194	None
8195	None
8196	None
8197	None
8198	None
8199	None
8200	None
8201	None
8202	None
8203	None
8204	None
8205	None
8206	None
8207	None
8208	None
8209	None
8210	None
8211	None
8212	None
8213	None
8214	None
8215	None
8216	None
8217	None
8218	None
8219	None
8220	None
8221	None
8222	None
8223	None
8224	None
8225	None
8226	None
8227	None
8228	None
8229	None
8230	None
8231	None
8232	None
8233	None
8234	None
8235	None
8236	None
8237	None
8238	None
8239	None
8240	None
8241	None
8242	None
8243	None
8244	None
8245	None
8246	None
8247	None
8248	None
8249	None
8250	None
8251	None
8252	None
8253	None
8254	None
8255	None
8256	None
8257	None
8258	None
8259	None
8260	None
8261	None
8262	None
8263	None
8264	None
8265	None
8266	None
8267	None
8268	None
8269	None
8270	None
8271	None
8272	None
8273	None
8274	None
8275	None
8276	None
8277	None
8278	None
8279	None
8280	None
8281	None
8282	None
8283	None
8284	None
8285	None
8286	None
8287	None
8288	None
8289	None
8290	None
8291	None
8292	None
8293	None
8294	None
8295	None
8296	None
8297	None
8298	None
8299	None
8300	None
8301	None
8302	None
8303	None
8304	None
8305	None
8306	None
8307	None
8308	None
8309	None
8310	None
8311	None
8312	None
8313	None
8314	None
8315	None
8316	None
8317	None
8318	None
8319	None
8320	None
8321	None
8322	None
8323	None
8324	None
8325	None
8326	None
8327	None
8328	None
8329	None
8330	None
8331	None
8332	None
8333	None
8334	None
8335	None
8336	None
8337	None
8338	None
8339	None
8340	None
8341	None
8342	None
8343	None
8344	None
8345	None
8346	None
8347	None
8348	None
8349	None
8350	None
8351	None
8352	None
8353	None
8354	None
8355	None
8356	None
8357	None
8358	None
8359	None
8360	None
8361	None
8362	None
8363	None
8364	None
8365	None
8366	None
8367	None
8368	None
8369	None
8370	None
8371	None
8372	None
8373	None
8374	None
8375	None
8376	None
8377	None
8378	None
8379	None
8380	None
8381	None
8382	None
8383	None
8384	None
8385	None
8386	None
8387	None
8388	None
8389	None
8390	None
8391	None
8392	None
8393	None
8394	None
8395	None
8396	None
8397	None
8398	None
8399	None
8400	None
8401	None
8402	None
8403	None
8404	None
8405	None
8406	None
8407	None
8408	None
8409	None
8410	None
8411	None
8412	None
8413	None
8414	None
8415	None
8416	None
8417	None
8418	None
8419	None
8420	None
8421	None
8422	None
8423	None
8424	None
8425	None
8426	None
8427	None
8428	None
8429	None
8430	None
8431	None
8432	None
8433	None
8434	None
8435	None
8436	None
8437	None
8438	None
8439	None
8440	None
8441	None
8442	None
8443	None
8444	None
8445	None
8446	None
8447	None
8448	None
8449	None
8450	None
8451	None
8452	None
8453	None
8454	None
8455	None
8456	None
8457	None
8458	None
8459	None
8460	None
8461	None
8462	None
8463	None
8464	None
8465	None
8466	None
8467	None
8468	None
8469	None
8470	None
8471	None
8472	None
8473	None
8474	None
8475	None
8476	None
8477	None
8478	None
8479	None
8480	None
8481	None
8482	None
8483	None
8484	None
8485	None
8486	None
8487	None
8488	None
8489	None
8490	None
8491	None
8492	None
8493	None
8494	None
8495	None
8496	None
8497	None
8498	None
8499	None
8500	None
8501	None
8502	None
8503	None
8504	None
8505	None
8506	None
8507	None
8508	None
8509	None
8510	None
8511	None
8512	None
8513	None
8514	None
8515	None
8516	None
8517	None
8518	None
8519	None
8520	None
8521	None
8522	None
8523	None
8524	None
8525	None
8526	None
8527	None
8528	None
8529	None
8530	None
8531	None
8532	None
8533	None
8534	None
8535	None
8536	None
8537	None
8538	None
8539	None
8540	None
8541	None
8542	None
8543	None
8544	None
8545	None
8546	None
8547	None
8548	None
8549	None
8550	None
8551	None
8552	None
8553	None
8554	None
8555	None
8556	None
8557	None
8558	None
8559	None
8560	None
8561	None
8562	None
8563	None
8564	None
8565	None
8566	None
8567	None
8568	None
8569	None
8570	None
8571	None
8572	None
8573	None
8574	None
8575	None
8576	None
8577	None
8578	None
8579	None
8580	None
8581	None
8582	None
8583	None
8584	None
8585	None
8586	None
8587	None
8588	None
8589	None
8590	None
8591	None
8592	None
8593	None
8594	None
8595	None
8596	None
8597	None
8598	None
8599	None
8600	None
8601	None
8602	None
8603	None
8604	None
8605	None
8606	None
8607	None
8608	None
8609	None
8610	None
8611	None
8612	None
8613	None
8614	None
8615	None
8616	None
8617	None
8618	None
8619	None
8620	None
8621	None
8622	None
8623	None
8624	None
8625	None
8626	None
8627	None
8628	None
8629	None
8630	None
8631	None
8632	None
8633	None
8634	None
8635	None
8636	None
8637	None
8638	None
8639	None
8640	None
8641	None
8642	None
8643	None
8644	None
8645	None
8646	None
8647	None
8648	None
8649	None
8650	None
8651	None
8652	None
8653	None
8654	None
8655	None
8656	None
8657	None
8658	None
8659	None
8660	None
8661	None
8662	None
8663	None
8664	None
8665	None
8666	None
8667	None
8668	None
8669	None
8670	None
8671	None
8672	None
8673	None
8674	None
8675	None
8676	None
8677	None
8678	None
8679	None
8680	None
8681	None
8682	None
8683	None
8684	None
8685	None
8686	None
8687	None
8688	None
8689	None
8690	None
8691	None
8692	None
8693	None
8694	None
8695	None
8696	None
8697	None
8698	None
8699	None
8700	None
8701	None
8702	None
8703	None
8704	None
8705	None
8706	None
8707	None
8708	None
8709	None
8710	None
8711	None
8712	None
8713	None
8714	None
8715	None
8716	None
8717	None
8718	None
8719	None
8720	None
8721	None
8722	None
8723	None
8724	None
8725	None
8726	None
8727	None
8728	None
8729	None
8730	None
8731	None
8732	None
8733	None
8734	None
8735	None
8736	None
8737	None
8738	None
8739	None
8740	None
8741	None
8742	None
8743	None
8744	None
8745	None
8746	None
8747	None
8748	None
8749	None
8750	None
8751	None
8752	None
8753	None
8754	None
8755	None
8756	None
8757	None
8758	None
8759	None
8760	None
8761	None
8762	None
8763	None
8764	None
8765	None
8766	None
8767	None
8768	None
8769	None
8770	None
8771	None
8772	None
8773	None
8774	None
8775	None
8776	None
8777	None
8778	None
8779	None
8780	None
8781	None
8782	None
8783	None
8784	None
8785	None
